what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1486017436454
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1486017447251
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017450169
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017453700
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.DebugLast",1486017453705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017459256
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017459946
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1486017459967
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1486017494789
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1486017700090
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017702722
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017705786
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1486017705804
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1486017706976
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017708860
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017722493
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1486017722515
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1486017724840
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017728888
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017731736
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1486017731772
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1486017732830
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1486017735982
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017737647
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017743909
