what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028611281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028616098
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028626191
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028626862
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028627476
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028627852
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028648325
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028664614
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028664950
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028671781
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028674982
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028675317
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028677092
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028684636
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028684947
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028688059
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028693637
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028693920
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028706917
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028713527
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028714099
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028716055
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486028717821
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028718104
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486028719703
